Hour/year,Month,Hour/day,Day/month,Day/week,Air temp.,Wind speed,Solar alt,Solar azim,I_GvT_N,I_Gvd_N,I_Gvdif_N,I_GvT_E,I_Gvd_E,I_Gvdif_E,I_GvT_S,I_Gvd_S,I_Gvdif_S,I_GvT_W,I_Gvd_W,I_Gvdif_W,I_GhT,I_GhD,I_GhDif,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
556,1,4,24,3,2.5,0.97,0.0,60.505014599999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
557,1,5,24,3,2.62,0.83,0.0,75.5604005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
558,1,6,24,3,2.34,0.62,0.0,86.7966278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
559,1,7,24,3,2.17,0.55,0.0,96.37987109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
560,1,8,24,3,2.14,0.34,0.0,105.45491584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
561,1,9,24,3,2.15,0.07,0.0,114.76284278,9.188346833,0.0,9.188346833,56.00678003,46.81843319,9.188346833,30.7846661,21.59631926,9.188346833,9.188346833,0.0,9.188346833,16.50538493,0.0,16.50538493,,,,,,,,,,,,,,,,,,,,,,
562,1,10,24,3,2.84,0.14,8.74300022,124.89755939,60.81162847,0.0,60.81162847,248.6993366,187.8877081,60.81162847,191.8720112,131.0603827,60.81162847,60.81162847,0.0,60.81162847,133.1306973,35.23046037,97.9002369,,,,,,,,,,,,,,,,,,,,,,
563,1,11,24,3,5.22,0.07,17.41124397,136.38655451,71.93661308,0.0,71.93661308,646.0100009,574.0733878,71.93661308,674.4898564,602.5532433,71.93661308,71.93661308,0.0,71.93661308,308.7474988,260.9889453,47.75855353,,,,,,,,,,,,,,,,,,,,,,
564,1,12,24,3,7.18,0.28,24.29244799,149.62619476,115.9851596,0.0,115.9851596,425.0787019,309.0935423,115.9851596,643.3746301,527.3894705,115.9851596,115.9851596,0.0,115.9851596,393.0358766,275.9121357,117.1237409,,,,,,,,,,,,,,,,,,,,,,
565,1,13,24,3,8.94,1.17,28.74140351,164.64700496,99.20719033,0.0,99.20719033,310.4319062,211.2247159,99.20719033,868.5182981,769.3111077,99.20719033,99.20719033,0.0,99.20719033,493.7856095,437.5222558,56.26335369,,,,,,,,,,,,,,,,,,,,,,
566,1,14,24,3,10.51,1.86,30.19093848,180.821837255,93.04704844,0.0,93.04704844,93.04704844,0.0,93.04704844,917.8146441,824.7675957,93.04704844,104.8781332,11.83108481,93.04704844,522.319079,479.9009621,42.41811696,,,,,,,,,,,,,,,,,,,,,,
567,1,15,24,3,11.64,2.21,28.42260876,196.92962227,111.8319628,0.0,111.8319628,111.8319628,0.0,111.8319628,378.1379758,266.306013,111.8319628,192.8923305,81.06036776,111.8319628,295.6795899,150.6559092,145.0236807,,,,,,,,,,,,,,,,,,,,,,
568,1,16,24,3,12.19,2.41,23.70047127,211.78750239,77.40716937,0.0,77.40716937,77.40716937,0.0,77.40716937,691.8569776,614.4498082,77.40716937,458.1966658,380.7894964,77.40716937,361.5600202,317.3273173,44.23270285,,,,,,,,,,,,,,,,,,,,,,
569,1,17,24,3,11.93,2.0,16.61142208,224.84135984,54.07581976,0.0,54.07581976,54.07581976,0.0,54.07581976,434.7522846,380.6764648,54.07581976,432.650071,378.5742512,54.07581976,197.2084297,160.165454,37.04297572,,,,,,,,,,,,,,,,,,,,,,
570,1,18,24,3,10.79,1.93,7.796436548,236.17302883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
571,1,19,24,3,9.74,2.07,0.0,246.19982079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
572,1,20,24,3,9.27,2.62,0.0,255.45619166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
573,1,21,24,3,8.98,2.62,0.0,264.54488071000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
574,1,22,24,3,8.73,2.48,0.0,274.23205171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
575,1,23,24,3,8.19,2.28,0.0,285.7284546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
576,1,24,24,3,7.7,2.14,0.0,301.3603861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
577,1,1,25,4,7.09,2.0,0.0,325.84015139999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
578,1,2,25,4,6.59,1.86,0.0,1.8324289999999905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
579,1,3,25,4,6.16,1.86,0.0,36.9543132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
580,1,4,25,4,5.67,1.79,0.0,60.1433509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
581,1,5,25,4,5.44,1.72,0.0,75.2515038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
582,1,6,25,4,5.27,1.72,0.0,86.52972028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
583,1,7,25,4,5.17,1.59,0.0,96.14131716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
584,1,8,25,4,5.52,1.52,0.0,105.23499525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
585,1,9,25,4,5.78,1.38,0.0,114.55585578,6.097638915,0.0,6.097638915,476.9961287,470.8984898,6.097638915,221.2530958,215.1554569,6.097638915,6.097638915,0.0,6.097638915,22.02617662,0.0,22.02617662,,,,,,,,,,,,,,,,,,,,,,
586,1,10,25,4,7.6,0.9,8.891396834,124.70199788,62.03792601,0.0,62.03792601,284.3306465,222.2927205,62.03792601,215.9721711,153.9342451,62.03792601,62.03792601,0.0,62.03792601,140.7762784,42.30007552,98.47620292,,,,,,,,,,,,,,,,,,,,,,
587,1,11,25,4,9.89,1.45,17.58391987,136.20631256000001,94.3889861,0.0,94.3889861,314.1378234,219.7488373,94.3889861,323.5914985,229.2025124,94.3889861,94.3889861,0.0,94.3889861,233.2245181,100.6273984,132.5971198,,,,,,,,,,,,,,,,,,,,,,
588,1,12,25,4,11.23,2.34,24.49171637,149.47224093,95.74623391,0.0,95.74623391,487.8335395,392.0873056,95.74623391,760.6415569,664.895323,95.74623391,95.74623391,0.0,95.74623391,418.0102641,351.6369758,66.37328825,,,,,,,,,,,,,,,,,,,,,,
589,1,13,25,4,12.65,2.97,28.96505308,164.53661517,92.5295933,0.0,92.5295933,314.6760731,222.1464798,92.5295933,895.5563474,803.0267541,92.5295933,92.5295933,0.0,92.5295933,505.3617315,461.1791296,44.1826019,,,,,,,,,,,,,,,,,,,,,,
590,1,14,25,4,13.41,2.83,30.43061785,180.771066978,96.02219332,0.0,96.02219332,96.02219332,0.0,96.02219332,893.1221119,797.0999186,96.02219332,106.7499387,10.72774535,96.02219332,515.7914702,468.2709032,47.52056705,,,,,,,,,,,,,,,,,,,,,,
591,1,15,25,4,13.64,2.9,28.66601524,196.9421209,94.52265414,0.0,94.52265414,94.52265414,0.0,94.52265414,802.7526159,708.2299618,94.52265414,310.2682107,215.7455566,94.52265414,459.0459418,404.765745,54.28019685,,,,,,,,,,,,,,,,,,,,,,
592,1,16,25,4,13.41,2.62,23.93672157,211.85265951,88.73334574,0.0,88.73334574,88.73334574,0.0,88.73334574,384.3611014,295.6277556,88.73334574,272.4066935,183.6733477,88.73334574,250.0647999,154.4969308,95.56786904,,,,,,,,,,,,,,,,,,,,,,
593,1,17,25,4,12.99,1.79,16.83454244,224.94358409,54.38892524,0.0,54.38892524,54.38892524,0.0,54.38892524,227.7697871,173.3808618,54.38892524,227.4286862,173.0397609,54.38892524,125.9009627,74.11789486,51.78306783,,,,,,,,,,,,,,,,,,,,,,
594,1,18,25,4,12.47,1.17,8.005069726,236.30008993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
595,1,19,25,4,12.06,0.62,0.0,246.3451422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
596,1,20,25,4,11.46,1.03,0.0,255.61800399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
597,1,21,25,4,10.09,1.31,0.0,264.7249437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
598,1,22,25,4,9.3,1.31,0.0,274.43444563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
599,1,23,25,4,8.21,1.31,0.0,285.9565321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
600,1,24,25,4,6.7,1.52,0.0,301.60195450000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
601,1,1,26,5,5.68,1.66,0.0,326.0101294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
602,1,2,26,5,5.12,1.72,0.0,1.6940956999999912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
603,1,3,26,5,4.8,1.59,0.0,36.58637759999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
604,1,4,26,5,4.98,1.24,0.0,59.779602499999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
605,1,5,26,5,5.82,0.41,0.0,74.9391774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
606,1,6,26,5,5.37,0.28,0.0,86.25924493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
607,1,7,26,5,5.04,0.28,0.0,95.89936282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
608,1,8,26,5,4.83,0.21,0.0,105.01190789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
609,1,9,26,5,4.62,0.28,0.0,114.34596726,2.809084752,0.0,2.809084752,394.9687195,392.1596347,2.809084752,180.2548498,177.4457651,2.809084752,2.809084752,0.0,2.809084752,27.84344208,0.0,27.84344208,,,,,,,,,,,,,,,,,,,,,,
610,1,10,26,5,5.04,0.28,9.045434484,124.50388039,50.1458065,0.0,50.1458065,528.6274843,478.4816778,50.1458065,379.0448672,328.8990607,50.1458065,50.1458065,0.0,50.1458065,163.7727068,92.43316603,71.33954079,,,,,,,,,,,,,,,,,,,,,,
611,1,11,26,5,6.68,0.41,17.76243713,136.02405624,83.687944,0.0,83.687944,568.5500306,484.8620866,83.687944,586.1993883,502.5114443,83.687944,83.687944,0.0,83.687944,304.5882888,223.6915275,80.89676131,,,,,,,,,,,,,,,,,,,,,,
612,1,12,26,5,8.54,0.97,24.6970155,149.31718997000002,93.92410236,0.0,93.92410236,506.0831395,412.1590372,93.92410236,788.553683,694.6295806,93.92410236,93.92410236,0.0,93.92410236,431.2765822,371.4512391,59.82534316,,,,,,,,,,,,,,,,,,,,,,
613,1,13,26,5,10.45,1.93,29.1947822,164.42657274,131.3064949,0.0,131.3064949,248.7941592,117.4876643,131.3064949,552.8547377,421.5482428,131.3064949,131.3064949,0.0,131.3064949,395.3284108,244.5220656,150.8063451,,,,,,,,,,,,,,,,,,,,,,
614,1,14,26,5,12.45,3.31,30.67612518,180.722483473,94.01565186,0.0,94.01565186,94.01565186,0.0,94.01565186,921.3911479,827.3754961,94.01565186,104.4491744,10.43352253,94.01565186,533.074096,490.8324494,42.24164657,,,,,,,,,,,,,,,,,,,,,,
615,1,15,26,5,13.34,3.38,28.91464728,196.95851283,113.7711964,0.0,113.7711964,113.7711964,0.0,113.7711964,682.3711249,568.5999285,113.7711964,287.1595397,173.3883433,113.7711964,423.4665686,328.3516818,95.1148868,,,,,,,,,,,,,,,,,,,,,,
616,1,16,26,5,13.8,3.31,24.17738854,211.92281303,91.04105209,0.0,91.04105209,91.04105209,0.0,91.04105209,403.1234442,312.0823921,91.04105209,285.4676778,194.4266258,91.04105209,262.5158242,165.0727843,97.44303992,,,,,,,,,,,,,,,,,,,,,,
617,1,17,26,5,13.59,3.03,17.06127601,225.05129679,40.40678315,0.0,40.40678315,40.40678315,0.0,40.40678315,80.12502556,39.71824242,40.40678315,80.19620863,39.78942549,40.40678315,80.43167698,17.25407904,63.17759794,,,,,,,,,,,,,,,,,,,,,,
618,1,18,26,5,12.17,2.83,8.216652176,236.43278374,2.039851425,0.0,2.039851425,2.039851425,0.0,2.039851425,2.039851425,0.0,2.039851425,2.039851425,0.0,2.039851425,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,
619,1,19,26,5,10.42,2.76,0.0,246.49613693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
620,1,20,26,5,9.97,2.69,0.0,255.78557523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
621,1,21,26,5,9.47,2.48,0.0,264.91097788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
622,1,22,26,5,9.43,2.34,0.0,274.64319247000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
623,1,23,26,5,9.09,2.41,0.0,286.1914991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
624,1,24,26,5,8.55,2.41,0.0,301.8509262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
625,1,1,27,6,8.3,2.55,0.0,326.18760829999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
626,1,2,27,6,8.19,2.76,0.0,1.5640420000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
627,1,3,27,6,8.21,3.03,0.0,36.221589800000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
628,1,4,27,6,8.25,3.24,0.0,59.414169900000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
629,1,5,27,6,8.21,3.24,0.0,74.6237029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
630,1,6,27,6,8.03,3.17,0.0,85.98540809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
631,1,7,27,6,8.01,3.03,0.0,95.65416993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
632,1,8,27,6,8.46,3.03,0.0,104.78578761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
633,1,9,27,6,7.92,3.24,0.0,114.13329145,4.305677328,0.0,4.305677328,451.1569836,446.8513063,4.305677328,204.5036015,200.1979242,4.305677328,4.305677328,0.0,4.305677328,25.46771605,0.0,25.46771605,,,,,,,,,,,,,,,,,,,,,,
634,1,10,27,6,8.02,3.45,9.205075778,124.30330558,49.06384926,0.0,49.06384926,678.3884061,629.3245568,49.06384926,478.4131603,429.3493111,49.06384926,49.06384926,0.0,49.06384926,168.9610371,123.4593583,45.50167881,,,,,,,,,,,,,,,,,,,,,,
635,1,11,27,6,8.25,4.0,17.94674284,135.83987104,93.83012318,0.0,93.83012318,542.7989924,448.9688692,93.83012318,556.1582092,462.3280861,93.83012318,93.83012318,0.0,93.83012318,306.1890518,208.7335642,97.45548765,,,,,,,,,,,,,,,,,,,,,,
636,1,12,27,6,8.81,4.69,24.90827786,149.16111807,90.45017225,0.0,90.45017225,518.6818185,428.2316462,90.45017225,807.7083153,717.2581431,90.45017225,90.45017225,0.0,90.45017225,439.9165593,387.9121462,52.0044131,,,,,,,,,,,,,,,,,,,,,,
637,1,13,27,6,9.2,5.03,29.43050931,164.31695223,107.3533335,0.0,107.3533335,313.0331576,205.6798241,107.3533335,839.9145602,732.5612267,107.3533335,107.3533335,0.0,107.3533335,499.4726967,429.272166,70.20053069,,,,,,,,,,,,,,,,,,,,,,
638,1,14,27,6,9.7,5.45,30.9273639,180.676165437,122.1371208,0.0,122.1371208,122.1371208,0.0,122.1371208,764.9874735,642.8503526,122.1371208,129.7239514,7.58683054,122.1371208,483.3185101,385.1819298,98.13658029,,,,,,,,,,,,,,,,,,,,,,
639,1,15,27,6,9.91,5.66,29.16839293,196.97887308,97.46581022,0.0,97.46581022,97.46581022,0.0,97.46581022,181.4407487,83.97493851,97.46581022,123.1056705,25.63986026,97.46581022,213.4197662,49.00733906,164.4124271,,,,,,,,,,,,,,,,,,,,,,
640,1,16,27,6,9.79,5.59,24.42234921,211.99801771,73.52765782,0.0,73.52765782,73.52765782,0.0,73.52765782,753.0198205,679.4921627,73.52765782,498.0887978,424.56114,73.52765782,397.6351369,363.8287613,33.80637563,,,,,,,,,,,,,,,,,,,,,,
641,1,17,27,6,9.19,5.03,17.29149672,225.16452317,57.69701241,0.0,57.69701241,57.69701241,0.0,57.69701241,240.6160392,182.9190268,57.69701241,241.6695606,183.9725482,57.69701241,136.1967385,80.76201801,55.43472049,,,,,,,,,,,,,,,,,,,,,,
642,1,18,27,6,8.27,4.28,8.431061966,236.57110641,3.06408451,0.0,3.06408451,3.06408451,0.0,3.06408451,3.06408451,0.0,3.06408451,3.06408451,0.0,3.06408451,6.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,
643,1,19,27,6,7.12,4.14,0.0,246.65277604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
644,1,20,27,6,6.88,4.0,0.0,255.95885396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
645,1,21,27,6,6.17,3.59,0.0,265.10290839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
646,1,22,27,6,5.62,3.45,0.0,274.85818742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
647,1,23,27,6,5.27,3.38,0.0,286.4332056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
648,1,24,27,6,4.98,3.31,0.0,302.1070823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
649,1,1,28,7,4.37,2.83,0.0,326.3723298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
650,1,2,28,7,3.85,2.55,0.0,1.44226230000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
651,1,3,28,7,3.24,2.48,0.0,35.8603698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
652,1,4,28,7,3.2,2.41,0.0,59.047447700000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
653,1,5,28,7,3.16,2.48,0.0,74.3053613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
654,1,6,28,7,2.86,2.69,0.0,85.70841617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
655,1,7,28,7,2.47,2.62,0.0,95.40590038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
656,1,8,28,7,2.9,2.9,0.0,104.55676804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
657,1,9,28,7,2.87,2.97,0.0,113.91794205,-12.77386244,0.0,-12.77386244,201.9331519,214.7070144,-12.77386244,82.45163927,95.22550171,-12.77386244,-12.77386244,0.0,-12.77386244,41.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,
658,1,10,28,7,3.8,3.79,9.370280699,124.10037131,70.22059253,0.0,70.22059253,319.5223314,249.3017389,70.22059253,239.0129154,168.7923228,70.22059253,70.22059253,0.0,70.22059253,163.6811267,49.68112671,114.0,,,,,,,,,,,,,,,,,,,,,,
659,1,11,28,7,4.72,5.03,18.13678175,135.65384137,73.57288687,0.0,73.57288687,140.3276796,66.75479273,73.57288687,141.8689038,68.29601688,73.57288687,73.57288687,0.0,73.57288687,156.9440007,31.28259421,125.6614065,,,,,,,,,,,,,,,,,,,,,,
660,1,12,28,7,5.53,5.59,25.12543384,149.0041002,109.9292264,0.0,109.9292264,206.9475968,97.01837039,109.9292264,271.421086,161.4918596,109.9292264,109.9292264,0.0,109.9292264,256.4292483,88.35205683,168.0771915,,,,,,,,,,,,,,,,,,,,,,
661,1,13,28,7,6.3,6.55,29.672151,164.20782725,72.64355656,0.0,72.64355656,75.86610624,3.22254968,72.64355656,84.03774674,11.39419019,72.64355656,72.64355656,0.0,72.64355656,143.0,6.746436336,136.2535637,,,,,,,,,,,,,,,,,,,,,,
662,1,14,28,7,6.15,6.28,31.18423575,180.632191078,84.91507189,0.0,84.91507189,84.91507189,0.0,84.91507189,104.5979454,19.68287355,84.91507189,85.13225791,0.217186015,84.91507189,170.0200495,11.91369658,158.106353,,,,,,,,,,,,,,,,,,,,,,
663,1,15,28,7,6.71,7.24,29.42713867,197.00327618,78.65950106,0.0,78.65950106,78.65950106,0.0,78.65950106,96.0826482,17.42314714,78.65950106,83.98738111,5.327880048,78.65950106,157.0956355,10.27756726,146.8180682,,,,,,,,,,,,,,,,,,,,,,
664,1,16,28,7,6.64,7.31,24.67147927,212.07832726,32.92520731,0.0,32.92520731,32.92520731,0.0,32.92520731,32.92520731,0.0,32.92520731,32.92520731,0.0,32.92520731,63.0,0.0,63.0,,,,,,,,,,,,,,,,,,,,,,
665,1,17,28,7,6.36,6.28,17.52507753,225.28328673,8.755923612,0.0,8.755923612,8.755923612,0.0,8.755923612,8.755923612,0.0,8.755923612,8.755923612,0.0,8.755923612,17.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,
666,1,18,28,7,5.89,5.17,8.648176769,236.71505203,4.605266102,0.0,4.605266102,4.605266102,0.0,4.605266102,4.605266102,0.0,4.605266102,4.605266102,0.0,4.605266102,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,
667,1,19,28,7,5.61,4.14,0.0,246.81502845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
